date,open,high,low,close,adjusted close,volume,dividend amount
27-01-2017,170.08,179.25,170.01,177.3,117.9065,24898161,0
20-01-2017,166.69,170.64,165.8,170.55,113.4177,26891514,0
13-01-2017,169.47,169.8,165.34,167.34,111.283,16710843,0
06-01-2017,167,169.92,166.01,169.53,112.7393,11943248,0
30-12-2016,166.98,167.98,165.5,165.99,110.3852,7770697,0
23-12-2016,166.83,168.25,165.25,166.71,110.864,13209502,0
16-12-2016,166.72,169.952,165.07,166.73,110.8773,23953742,0
09-12-2016,160.85,166.72,158.93,166.52,110.7377,17154330,0
02-12-2016,163.2,164.66,158.3,160.02,106.4151,19370850,0
25-11-2016,160.69,163.19,160.3697,163.14,108.4899,11269212,0
18-11-2016,161.25,161.86,157.55,160.39,106.6611,16168917,0
11-11-2016,153.99,161.34,151,161.27,107.2464,25292112,1.4
04-11-2016,152.76,154.33,151.67,152.43,100.4613,15168515,0
28-10-2016,150.4,154.44,149.83,152.61,100.5799,16009359,0
21-10-2016,154.45,155.89,147.79,149.63,98.6159,31731091,0
14-10-2016,156.71,158.49,152.27,154.45,101.7926,15614452,0
07-10-2016,158.06,158.53,154.86,155.67,102.5966,11417766,0
30-09-2016,154.46,165,153.46,158.85,104.6925,15801644,0
23-09-2016,154.87,157.22,153.87,154.98,102.1419,12476162,0
16-09-2016,155.26,158.53,153.21,153.84,101.3905,21990587,0
09-09-2016,159.88,161.76,155.65,155.69,102.6098,15009419,0
02-09-2016,158.83,160.57,158.1,159.55,105.1538,11286596,0
26-08-2016,160,161.34,157.85,158.32,104.3432,13571765,0
19-08-2016,162.4,162.97,159.52,160.04,105.4767,14873739,0
12-08-2016,162.73,164.95,161.52,161.95,106.7356,19554950,1.4
05-08-2016,160.65,163.51,159.8,163.5,106.8341,15067283,0
29-07-2016,162,163.6,160.03,160.62,104.9522,13747991,0
22-07-2016,159.3,162.17,157.89,162.07,105.8997,24775973,0
15-07-2016,154.6,161.4,154.5,159.78,104.4034,18535456,0
08-07-2016,151.19,154.6,149.92,154.46,100.9272,10213227,0
01-07-2016,146.18,152.97,142.5,152.35,99.5485,19155814,0
24-06-2016,152.6,155.48,146.18,146.59,95.7848,22214411,0
17-06-2016,151.63,152.72,149,151.99,99.3132,15849580,0
10-06-2016,153.09,154.09,151.86,152.37,99.5615,14920842,0
03-06-2016,152.56,153.81,151.54,152.89,99.9013,13470239,0
27-05-2016,147.61,152.93,146.66,152.84,99.8686,14910875,0
20-05-2016,147.65,149.99,143.955,147.25,96.216,16406443,0
13-05-2016,147.7,151.09,147.01,147.72,96.5231,17034303,0
06-05-2016,146.56,147.97,142.9,147.29,96.2421,21059912,1.4
29-04-2016,148.16,150.78,144.191,145.94,94.4622,16956550,0
22-04-2016,151.75,153.14,142.61,148.5,96.1192,37688644,0
15-04-2016,150.26,152.76,148.58,151.72,98.2034,17443203,0
08-04-2016,152.34,153.52,147.81,149.35,96.6693,18417556,0
01-04-2016,147.75,153.1,147.23,152.52,98.7212,20439783,0
24-03-2016,147.3,149.28,144.49,147.95,95.7632,17611709,0
18-03-2016,142.01,147.51,141.04,147.09,95.2065,29886417,0
11-03-2016,137.28,142.9236,136.8718,142.36,92.1449,23556160,0
04-03-2016,132,139.42,130.9,137.8,89.1934,22557187,0
26-02-2016,133.84,134.92,129.68,132.03,85.4587,20763400,0
19-02-2016,121.83,134,121.34,133.08,86.1383,23958762,0
12-02-2016,126,127.51,116.901,121.04,78.3452,32025579,1.3
05-02-2016,124.4,128.64,122.29,128.57,82.3758,25527891,0
29-01-2016,122.1,124.79,120.65,124.79,79.9539,27278749,0
22-01-2016,130.11,132.1,118,122.5,78.4867,44203492,0
15-01-2016,131.81,134.2799,128.87,130.03,83.3112,29470082,0
08-01-2016,135.6,136.89,131.32,131.63,84.3363,25251873,0
31-12-2015,137.74,140.44,136.54,137.62,88.1742,13538507,0
24-12-2015,135.83,139.305,134.02,138.25,88.5778,16540309,0
18-12-2015,135.31,139.65,134.02,134.9,86.4315,27823388,0
11-12-2015,140.16,140.41,133.91,134.57,86.22,21354563,0
04-12-2015,138.61,141.4,137.99,140.43,89.9746,22935841,0
27-11-2015,138.53,139.34,137.12,138.46,88.7124,13199481,0
20-11-2015,131.79,138.915,131.79,138.5,88.738,21083793,0
13-11-2015,137.92,138.08,131.65,131.75,84.4132,25069755,0
06-11-2015,140.5,142.8,137.87,138.25,88.5778,21526383,1.3
30-10-2015,144.75,145,137.33,140.08,88.9142,34698762,0
23-10-2015,149.85,149.97,139.3,144.68,91.834,42068316,0
16-10-2015,152.4,152.58,148.58,150.39,95.4584,17455488,0
09-10-2015,145.82,153.147,145.82,152.39,96.7279,19465122,0
02-10-2015,144.42,145.71,140.56,144.58,91.7706,19914471,0
25-09-2015,145.39,146.98,141.95,145.42,92.3038,16815584,0
18-09-2015,147.37,149.68,143.98,144.51,91.7261,20721826,0
11-09-2015,145.86,149.04,144.51,147.37,93.5415,13916382,0
04-09-2015,147.26,148.4,141.85,143.7,91.212,21421138,0
28-08-2015,143.47,148.97,140.62,147.98,93.9287,32508092,0
21-08-2015,155.2,156.69,148.7,148.85,94.4809,19846207,0
14-08-2015,156.77,157.4652,153.95,155.75,98.8606,17165086,0
07-08-2015,161.7,161.85,154.335,155.12,98.4607,20138504,1.3
31-07-2015,159,162.06,158.5,161.99,101.9733,15380412,0
24-07-2015,172.79,173.78,159.41,159.75,100.5633,37075256,0
17-07-2015,167.93,172.52,167.52,172.51,108.5957,17138495,0
10-07-2015,163.83,167.4,162.2317,166.95,105.0957,18143986,0
02-07-2015,163.92,165.61,162.12,165.09,103.9248,12979210,0
26-06-2015,167.65,169.97,165.23,165.46,104.1577,20939777,0
19-06-2015,165.33,168.72,164.25,166.99,105.1209,20761376,0
12-06-2015,167.17,170.44,163.37,166.99,105.1209,18364270,0
05-06-2015,170.21,171.5601,167.2,167.4,105.379,13868111,0
29-05-2015,172.11,172.48,169.13,169.65,106.7953,12435919,0
22-05-2015,173.44,174.44,171.93,172.22,108.4132,11939607,0
15-05-2015,172.65,174.41,168.84,173.26,109.0678,13435074,0
08-05-2015,174.47,176.3,168.86,172.68,108.7027,16793441,1.3
01-05-2015,170.89,175.1303,170.02,173.67,108.4965,21874751,0
24-04-2015,162.1,171.91,161.9,169.78,106.0663,35436301,0
17-04-2015,162.37,164.96,160.03,160.67,100.375,17532781,0
10-04-2015,159.69,163.84,158.702,162.86,101.7432,13917063,0
02-04-2015,161.31,163.6,158.39,160.45,100.2376,16765545,0
27-03-2015,162.77,165.35,158.91,160.4,100.2064,23569213,0
20-03-2015,155.05,163,154.8,162.88,101.7557,25684872,0
13-03-2015,158.2,161.15,153.4,154.28,96.383,26135448,0
06-03-2015,161.68,161.89,158.06,158.5,99.0194,21117049,0
27-02-2015,164.23,164.99,159.77,161.94,101.1685,22941227,0
20-02-2015,159.75,164.49,159.73,163.65,102.2367,14108892,0
13-02-2015,156,160.8,155.08,160.4,100.2064,18164756,0
06-02-2015,154,158.71,151.51,156.72,97.9074,22439830,1.1
30-01-2015,158.26,159.46,149.52,153.31,95.1095,32927307,0
23-01-2015,156.7,157.6,151.07,155.87,96.6976,31230797,0
16-01-2015,159,159.97,153.74,157.14,97.4855,23272056,0
09-01-2015,161.27,161.27,154.03,159.11,98.7077,24440360,0
02-01-2015,162,163.31,159.45,162.06,100.5378,15698987,0
26-12-2014,158.33,163.09,158.33,162.34,100.7115,12508916,0
19-12-2014,155.93,160.41,150.5,158.51,98.3354,34588770,0
12-12-2014,163.29,163.33,155.33,155.38,96.3937,23397756,0
05-12-2014,161.64,164.52,161.35,163.27,101.2884,20945441,0
28-11-2014,161.54,163.86,161.01,162.17,100.606,17053892,0
21-11-2014,164.16,164.97,159.8,160.92,99.8305,22273217,0
14-11-2014,161.9,164.49,161.61,164.16,101.8405,20088151,0
07-11-2014,164.25,164.54,160.05,162.07,100.544,20603321,1.1
31-10-2014,162,165.59,161.8,164.4,101.2993,27342119,0
24-10-2014,166.845,170.331,161.1,162.08,99.8698,69701346,0
17-10-2014,185.49,186.65,178.69,182.05,112.1748,24355568,0
10-10-2014,189.69,190.89,185.1,185.93,114.5656,15795271,0
03-10-2014,188.51,190.85,186.24,188.67,116.2539,14352364,0
26-09-2014,193.72,194.14,188.61,190.06,117.1104,16209901,0
19-09-2014,191.42,195,190.58,194,119.5381,20044000,0
12-09-2014,190.75,192.78,189.51,191.28,117.8621,12878100,0
05-09-2014,192.68,192.97,190.06,191.2,117.8128,9627700,0
29-08-2014,191.39,194.133,190.66,192.3,118.4906,11487700,0
22-08-2014,188.1,192.07,187.76,190.41,117.326,11074800,0
15-08-2014,187.81,188.88,186.28,187.38,115.459,10927100,0
08-08-2014,189.35,189.95,183.58,186.63,114.9969,14770900,1.1
01-08-2014,194.3,196.4,188.86,189.15,115.8643,19838900,0
25-07-2014,191.3,195.9,189.25,194.4,119.0802,19580700,0
18-07-2014,188.55,195.95,188.21,192.5,117.9164,34217100,0
11-07-2014,187.61,188.9,186.21,188,115.1599,14983700,0
03-07-2014,181.33,188.99,180.26,188.53,115.4845,18382300,0
27-06-2014,181.92,183,179.27,181.71,111.3069,17703900,0
20-06-2014,182.4,184.47,181.235,181.55,111.2089,24186800,0
13-06-2014,186.22,187.64,180.91,182.56,111.8276,18143900,0
06-06-2014,184.76,187.65,183.92,186.37,114.1614,14243300,0
30-05-2014,184.8,185.65,182.33,184.36,112.9302,15895800,0
23-05-2014,186.61,187.16,184.7,185.94,113.898,14066100,0
16-05-2014,191.12,193.03,185.93,187.06,114.5841,19407200,0
09-05-2014,191.05,191.49,186.93,190.08,116.434,13925300,1.1
02-05-2014,191.14,196.86,190.58,191.44,116.5896,21195300,0
25-04-2014,189.8,193,189.11,189.63,115.4873,22312800,0
17-04-2014,196.24,198.71,187.01,190.01,115.7187,30565200,0
11-04-2014,191.72,199.21,191.57,195.19,118.8734,30598500,0
04-04-2014,191.64,195.13,191.28,191.77,116.7905,29036500,0
28-03-2014,187.43,195.63,187.37,190.45,115.9866,35465000,0
21-03-2014,182.66,188.7,182.66,186.67,113.6846,30821100,0
14-03-2014,187.55,188.45,182.21,182.21,110.9684,24057200,0
07-03-2014,183.33,188.92,182.82,187.68,114.2997,20103400,0
28-02-2014,182.82,186.12,182.82,185.17,112.7711,20734000,0
21-02-2014,183.18,185.71,182.32,182.79,111.3216,19774200,0
14-02-2014,176.97,184.43,176.25,183.69,111.8697,21312600,0
07-02-2014,176.02,177.56,172.19,177.25,107.9477,25234000,0.95
31-01-2014,179.605,179.65,175.34,176.68,107.0185,25559900,0
24-01-2014,190.23,190.39,179.64,179.64,108.8114,38736900,0
17-01-2014,186.26,190.81,183.86,190.09,115.1412,27635300,0
10-01-2014,187.15,190.35,185.3,187.26,113.427,22947500,0
03-01-2014,185.32,187.79,184.67,186.64,113.0514,15248000,0
27-12-2013,181.05,186.5,180.61,185.08,112.1065,12400800,0
20-12-2013,173.22,182,172.73,180.02,109.0416,32267100,0
13-12-2013,177.99,178.152,172.73,172.8,104.6683,21870800,0
06-12-2013,179.46,179.59,175.16,177.67,107.6181,24816100,0
29-11-2013,180.25,180.76,177.31,179.68,108.8356,20384900,0
22-11-2013,183.52,186.24,179.92,181.3,109.8169,25637400,0
15-11-2013,180.19,184.0487,179.66,183.19,110.9617,25682800,0
08-11-2013,179.9,181.39,177.35,179.99,109.0234,25635300,0.95
01-11-2013,177.04,182.32,176.2,179.23,107.9905,25853600,0
25-10-2013,174.42,179.1,172.6301,176.85,106.5565,29861500,0
18-10-2013,185.41,186.99,172.57,173.78,104.7068,45663100,0
11-10-2013,181.85,186.23,178.71,186.16,112.166,20859700,0
04-10-2013,185.56,186.74,183,184.1,110.9248,16351900,0
27-09-2013,190.06,192.41,186.45,186.92,112.6239,15079700,0
20-09-2013,193.7,194.89,190.02,190.02,114.4918,22379100,0
13-09-2013,183.68,193.1,183.31,192.17,115.7872,18194900,0
06-09-2013,183.63,185,182.31,183.03,110.2801,11856200,0
30-08-2013,185.27,187,181.1,182.27,109.8222,15052200,0
23-08-2013,185.3,186.57,183.1685,185.42,111.7202,14564700,0
16-08-2013,186.97,189.99,185.34,185.34,111.672,16580500,0
09-08-2013,195.16,195.88,186.79,187.82,113.1662,20128300,0.95
02-08-2013,196.83,197.83,193.2215,195.16,116.9993,15338600,0
26-07-2013,193.4,197.83,193.2804,197.35,118.3122,14719100,0
19-07-2013,192.42,200.94,191.68,193.54,116.0281,31679400,0
12-07-2013,195.6,195.78,190.78,192.07,115.1468,20715900,0
05-07-2013,192.15,195.16,190.26,194.93,116.8614,12378100,0
28-06-2013,193.99,196.9,188.41,191.11,114.5713,25092600,0
21-06-2013,203.44,206.09,193.5401,195.46,117.1791,22773400,0
14-06-2013,206.97,206.98,200.34,202.2,121.2198,14580500,0
07-06-2013,208.25,210.05,201.47,206.35,123.7077,17768500,0
31-05-2013,207.44,211.98,206.04,208.02,124.7089,16799600,0
24-05-2013,208.02,210.15,204.42,205.72,123.3301,20259100,0
17-05-2013,204.18,209.5,202.04,208.44,124.9607,21587300,0
10-05-2013,203.79,205,201.52,204.47,122.5807,18700700,0.95
03-05-2013,194.78,205.319,194.65,204.51,122.0386,26809200,0
26-04-2013,191.15,195.17,187.68,194.31,115.9519,27976600,0
19-04-2013,210.44,212,189.76,190,113.38,35696400,0
12-04-2013,209.07,213.09,207.33,211.38,126.1382,15273700,0
05-04-2013,212.8,214.89,206.34,209.41,124.9626,16247600,0
28-03-2013,212.54,213.44,209.735,213.3,127.2839,12516100,0
22-03-2013,212.9,215.82,210.11,212.08,126.5559,18085500,0
15-03-2013,210.04,215.9,209.04,214.92,128.2506,23433000,0
08-03-2013,202.59,210.74,202.55,210.38,125.5415,18680900,0
01-03-2013,201.67,203.123,197.51,202.91,121.0838,19419000,0
22-02-2013,200.6,201.89,198.11,201.09,119.9978,13744500,0
15-02-2013,200.98,201.95,199.02,200.98,119.9321,14498300,0
08-02-2013,204.19,205.02,198.68,201.68,120.3499,16419900,0.85
01-02-2013,204.85,206.22,202.96,205.18,121.9229,15901300,0
25-01-2013,194.36,208.58,194.01,204.97,121.7981,27508900,0
18-01-2013,192.82,195,190.39,194.47,115.5587,19748400,0
11-01-2013,193.4,195,191.28,194.45,115.5469,16589700,0
04-01-2013,189.23,196.35,188.84,193.99,115.2735,15943900,0
28-12-2012,193.05,193.83,189.83,189.83,112.8015,11911900,0
21-12-2012,191.76,196.45,191.57,193.42,114.9348,24598600,0
14-12-2012,192.17,194.8,191.26,191.76,113.9484,19274500,0
07-12-2012,190.76,192.2,186.94,191.95,114.0613,18850300,0
30-11-2012,192.45,193.37,189.27,190.07,112.9442,21119100,0
23-11-2012,188.62,193.49,188.25,193.49,114.9764,15826300,0
16-11-2012,190.03,190.88,184.78,186.94,111.0842,18951000,0
09-11-2012,192.36,196.75,188.88,189.64,112.6886,17977200,0.85
02-11-2012,194.8,198,193.29,193.43,114.4319,14071200,0
26-10-2012,193.71,194.68,190.56,193.27,114.3373,19824000,0
19-10-2012,208.88,211,193.18,193.36,114.3905,37283100,0
12-10-2012,210.02,210.74,205.05,207.8,122.9331,15209500,0
05-10-2012,208.01,211.79,207.94,210.59,124.5837,17786100,0
28-09-2012,205.02,208.32,203.9,207.45,122.7261,17962400,0
21-09-2012,205.55,207.99,205.3,205.98,121.8564,24867400,0
14-09-2012,199.39,207.65,198.73,206.81,122.3474,19339300,0
07-09-2012,196.61,199.5,193.25,199.5,118.0229,15172300,0
31-08-2012,197.96,198.3,193.18,194.85,115.272,13113600,0
24-08-2012,200.69,201.13,194.2,197.77,116.9994,14140300,0
17-08-2012,198.88,202,197.72,201.22,119.0404,12373700,0
10-08-2012,198.76,200.88,197.24,199.29,117.8987,12376100,0.85
03-08-2012,196.32,198.95,193.02,198.52,116.9437,14944000,0
27-07-2012,189.78,197.41,188.2,196.39,115.689,18795600,0
20-07-2012,185.58,196.85,183.2,192.45,113.368,31507600,0
13-07-2012,190.76,191.14,181.85,186.01,109.5743,22998800,0
06-07-2012,196.36,197.2,189.74,191.41,112.7554,11920500,0
29-06-2012,192.48,195.81,188.9,195.58,115.2118,18637100,0
22-06-2012,197.57,199.99,193.19,193.7,114.1044,23194300,0
15-06-2012,196.6,199.27,192.14,199.1,117.2854,19518700,0
08-06-2012,188.34,195.8299,187,195.14,114.9526,18002600,0
01-06-2012,195.22,198.08,188.6,189.08,111.3828,21714900,0
25-05-2012,195.98,198.26,193.2,194.3,114.4578,17970000,0
18-05-2012,199.92,201.4679,195.16,195.88,115.3885,22381000,0
11-05-2012,203.96,204.77,199.06,201.17,118.5048,17219400,0.85
04-05-2012,206.71,208.929,204.4,204.99,120.2477,14699600,0
27-04-2012,197.89,208.17,196.791,206.81,121.3154,20048100,0
20-04-2012,204.74,207.64,197.521,199.6,117.0859,30566700,0
13-04-2012,204.4,206.17,202.17,202.8,118.9631,17522600,0
05-04-2012,208.96,210.69,204.46,205.47,120.5293,15692400,0
30-03-2012,206.45,209.12,206.02,208.65,122.3947,16007300,0
23-03-2012,205.71,206.53,203.702,205.48,120.5352,17132200,0
16-03-2012,200.93,207.52,200.23,206.01,120.8461,25846100,0
09-03-2012,198.36,201.19,196.812,200.62,117.6843,21823600,0
02-03-2012,196.78,199.17,196.1,198.81,116.6225,19330600,0
24-02-2012,193.73,199.23,192.46,197.76,116.0066,17955300,0
17-02-2012,193.31,193.86,190.831,193.42,113.4607,17149800,0
10-02-2012,192.48,194.46,191.28,192.42,112.8741,18144100,0.75
03-02-2012,189.39,194.81,188.22,193.64,113.15,22703600,0
27-01-2012,187.91,192.79,187.67,190.46,111.2918,22822200,0
20-01-2012,180.36,188.97,179.32,188.52,110.1582,32020900,0
13-01-2012,182.2,183.72,177.3472,179.16,104.6889,26633200,0
06-01-2012,186.73,188.71,182.31,182.54,106.6639,19352900,0
30-12-2011,184.97,186.48,183.34,183.88,107.4469,12119700,0
23-12-2011,184.51,187.33,179.04,184.75,107.9553,27166800,0
16-12-2011,193.64,194.3,181.91,183.57,107.2658,30186100,0
09-12-2011,191.18,194.9,190.32,194.56,113.6876,24142900,0
02-12-2011,182.71,191.33,180.67,189.66,110.8243,25843600,0
25-11-2011,183.37,183.96,177.06,177.06,103.4618,16357400,0
18-11-2011,189.17,189.97,183.39,185.24,108.2416,25522100,0
11-11-2011,186.22,187.88,181.16,187.38,109.4921,20903100,0.75
04-11-2011,185.59,187.78,180.74,186.38,108.4733,22918900,0
28-10-2011,181.51,188.07,179.03,187.45,109.096,28719000,0
21-10-2011,189.71,190.16,176.17,181.63,105.7088,46796000,0
14-10-2011,183,190.53,182.9,190.53,110.8886,26220900,0
07-10-2011,174.36,183.72,168.88,182.39,106.1511,38117800,0
30-09-2011,170.96,180.91,169.86,174.87,101.7744,36868400,0
23-09-2011,169.5,177.67,165.76,169.34,98.556,31790500,0
16-09-2011,159.64,172.99,158.76,172.99,100.6803,33464200,0
09-09-2011,163.06,169.58,160.81,161.37,93.9174,25328900,0
02-09-2011,170.58,173.72,166,166.98,97.1824,26288300,0
26-08-2011,161.35,169.33,157.62,169.14,98.4396,33789200,0
19-08-2011,171.32,174,157.13,157.54,91.6884,47511700,0
12-08-2011,168.83,172.61,161.85,168.2,97.8925,56678700,0.75
05-08-2011,182.6,183.69,166.52,172.98,100.2222,41229200,0
29-07-2011,183.89,184.96,179.73,181.85,105.3614,26294400,0
22-07-2011,174.73,185.63,173.58,185.18,107.2908,37500900,0
15-07-2011,174.9,176.32,173.84,175.54,101.7055,23838300,0
08-07-2011,173.52,177.77,173.52,176.49,102.2559,20777900,0
01-07-2011,165.74,174.65,165.21,174.54,101.1261,23400700,0
24-06-2011,163.7,166.81,163.59,165.07,95.6393,22978000,0
17-06-2011,164.44,165.1,161.52,164.44,95.2743,29385600,0
10-06-2011,164.76,165.96,162.87,163.18,94.5443,20640600,0
03-06-2011,168.44,169.89,164.13,165.05,95.6277,23342600,0
27-05-2011,168.58,168.69,165.9,167.5,97.0472,22718600,0
20-05-2011,169.81,171.41,166.53,170.16,98.5884,25997900,0
13-05-2011,168.39,172.77,167.82,169.92,98.4493,23498700,0
06-05-2011,172.11,173.54,167.5,168.89,97.8526,29465600,0.75
29-04-2011,167.65,173,167.23,170.58,98.3948,26858900,0
21-04-2011,164.64,168.45,162.19,168.28,97.0681,29758000,0
15-04-2011,163.44,166.34,162.3,166.21,95.874,22168000,0
08-04-2011,164.42,164.75,163.16,164.05,94.6281,17602700,0
01-04-2011,161.54,164.42,161.12,164.27,94.755,19066300,0
25-03-2011,157.64,162.74,157.07,162.18,93.5494,25371800,0
18-03-2011,161.16,161.9804,151.71,155.89,89.9212,41798000,0
11-03-2011,161.6,167.72,158.85,162.43,93.6936,31095800,0
04-03-2011,162.36,164.31,159.41,161.83,93.3475,21537300,0
25-02-2011,163.57,164.26,159.03,162.28,93.6071,21433300,0
18-02-2011,164.18,164.84,162.52,164.84,95.0838,18590000,0
11-02-2011,164.08,166.25,163.18,163.85,94.5127,26097300,0.65
04-02-2011,159.18,164.2,158.68,164,94.2304,25371100,0
28-01-2011,155.42,164.35,155.33,159.21,91.4782,32502900,0
21-01-2011,149.82,156.78,149.38,155.5,89.3465,35766800,0
14-01-2011,147.58,150,146.75,150,86.1863,19878500,0
07-01-2011,147.21,148.86,146.64,147.93,84.997,23486200,0
31-12-2010,145.12,147.5,145,146.76,84.3247,14684300,0
23-12-2010,145.39,146.4,144.33,145.89,83.8248,13585400,0
17-12-2010,145.14,146.01,144.15,145,83.3135,28194800,0
10-12-2010,144.54,146.2999,143.52,144.82,83.21,21020900,0
03-12-2010,143.53,145.85,141.28,145.38,83.5318,28622500,0
26-11-2010,144,146.44,142.33,143.9,82.6814,15256400,0
19-11-2010,143.89,145.35,141.18,145.05,83.3422,24207800,0
12-11-2010,145.35,147.53,143.35,143.74,82.5895,24816000,0.65
05-11-2010,143.64,146.93,142.32,146.92,84.0437,27101400,0
29-10-2010,140.42,144,138.53,143.6,82.1445,32583300,0
22-10-2010,140.9,143.03,136.7,139.67,79.8964,41753800,0
15-10-2010,138.79,142.1,138.27,141.06,80.6915,31299400,0
08-10-2010,135.23,139.09,134.39,138.85,79.4273,26027000,0
01-10-2010,133.51,136.28,133.51,135.64,77.5911,30834900,0
24-09-2010,130.24,134.15,130.11,134.11,76.7159,28357000,0
17-09-2010,128.63,130.6,128.43,130.19,74.4735,29966700,0
10-09-2010,126.99,128.29,125.39,127.99,73.215,16686200,0
03-09-2010,125.08,127.6,122.28,127.58,72.9805,25097500,0
27-08-2010,127.57,128.03,122.42,124.73,71.3502,28851700,0
20-08-2010,127.47,130.195,126.96,127.5,72.9347,24839400,0
13-08-2010,130.79,132.49,127.33,127.87,73.1464,27721100,0
06-08-2010,129.25,131.98,128.76,130.14,74.4449,26753600,0.65
30-07-2010,128.18,129.5,127.04,128.4,73.0845,29087100,0
23-07-2010,128.67,130.38,122.93,128.38,73.0731,45328500,0
16-07-2010,127.37,131.6,127.16,128.03,72.8739,30691500,0
09-07-2010,123.58,128.2,122.17,127.96,72.8341,22776300,0
02-07-2010,127.65,129.47,120.61,121.86,69.362,39925900,0
25-06-2010,131.42,131.94,127.12,127.12,72.3559,35729700,0
18-06-2010,128.5,131.25,128.34,130.15,74.0806,34958900,0
11-06-2010,125.57,128.8,122.82,128.45,73.113,36446000,0
04-06-2010,124.69,128.22,124.2,125.28,71.3086,31155200,0
28-05-2010,125.26,126.39,121.47,125.26,71.2972,40594400,0
21-05-2010,130.68,131.99,121.4,125.42,71.3883,52738700,0
14-05-2010,126.27,133.1,125.06,131.19,74.6726,52007600,0
07-05-2010,129.39,130.14,116,122.1,69.4986,43103500,0.65
30-04-2010,129.76,132,128.71,129,73.0429,35378000,0
23-04-2010,130.38,132.28,127.77,129.99,73.6034,46345200,0
16-04-2010,128.57,132.17,127.84,130.63,73.9658,35328700,0
09-04-2010,128.38,129.8,127.12,128.76,72.907,24394000,0
01-04-2010,129.3,129.95,127.55,128.25,72.6182,17954900,0
26-03-2010,127.11,130.73,126.57,129.26,73.1901,31453700,0
19-03-2010,127.4,128.93,126.78,127.71,72.3125,32679700,0
12-03-2010,127.06,128.37,125.2,127.94,72.4427,33736000,0
05-03-2010,127.5,129.09,125.47,127.25,72.052,29153500,0
26-02-2010,127.3,128.27,125.57,127.16,72.001,23624900,0
19-02-2010,124.91,128.06,124.11,127.19,72.018,24433700,0
12-02-2010,123.15,124.2,121.61,124,70.2118,30088800,0.55
05-02-2010,123.23,126.07,121.83,122.97,69.3158,35063800,0
29-01-2010,126.33,127.75,121.9,122.39,68.9888,42786400,0
22-01-2010,131.63,134.25,125.37,125.5,70.7419,48810900,0
15-01-2010,131.06,132.89,128.67,131.78,74.2818,35873500,0
08-01-2010,131.18,132.97,128.91,130.85,73.7576,28639800,0
31-12-2009,130.99,132.85,130.68,130.9,73.7857,18075000,0
24-12-2009,127.8,130.57,127.68,130.57,73.5997,18700700,0
18-12-2009,129.65,129.98,127,127.91,72.1003,34452500,0
11-12-2009,126.88,129.77,126.11,129.68,73.0981,29242700,0
04-12-2009,125.12,128.9,124.92,127.25,71.7283,30307700,0
27-11-2009,127.7,128.94,124.26,125.7,70.8546,19106900,0
20-11-2009,127.17,128.655,126.46,126.96,71.5648,23482700,0
13-11-2009,123.92,127.8,123.49,127.03,71.6043,31065000,0
06-11-2009,120.61,123.5,119.5,123.49,69.6089,30790900,0.55
30-10-2009,120.61,124.3,119.15,120.61,67.684,38785400,0
23-10-2009,121.76,124.11,120,120.36,67.5437,36292000,0
16-10-2009,125.44,128.61,121.25,121.64,68.262,55978800,0
09-10-2009,118.9,126,118.13,125.93,70.6695,37825500,0
02-10-2009,120.52,122,117.26,119.02,66.7917,37380100,0
25-09-2009,121.03,122.74,120.1,121.08,67.9478,26232600,0
18-09-2009,117,122.88,116.94,122.11,68.5258,40859700,0
11-09-2009,117.94,119.25,116.16,118.05,66.2474,21828700,0
04-09-2009,117.1,118.93,115.15,117.46,65.9163,25309900,0
28-08-2009,119.92,120.88,117.51,118.22,66.3428,26123700,0
21-08-2009,116.69,120.01,116.12,119.9,67.2856,27622200,0
14-08-2009,118.17,119.96,117.32,118.57,66.5392,25401100,0
07-08-2009,118.88,119.96,116.7,119.33,66.9657,27893800,0.55
31-07-2009,116.95,119.37,116.05,117.93,65.8714,28085700,0
24-07-2009,114.53,118.15,114.39,117.64,65.7094,42520000,0
17-07-2009,101.28,115.53,100.19,115.42,64.4694,58793700,0
10-07-2009,101.57,102.78,99.5,100.83,56.32,34208000,0
02-07-2009,105.99,106.27,101.73,101.73,56.8227,24758400,0
26-06-2009,105.18,106.785,103.51,105.68,59.029,30871700,0
19-06-2009,107.63,109.14,105.5,105.89,59.1463,42930700,0
12-06-2009,106.64,110.64,105.5,108.21,60.4422,38913000,0
05-06-2009,106.94,108.8,105.11,107.24,59.9004,35592300,0
29-05-2009,101.32,106.5,101.02,106.28,59.3641,27330100,0
22-05-2009,102,106.12,101.74,101.89,56.912,34599500,0
15-05-2009,101.09,104.38,100.57,101.37,56.6216,42229200,0
08-05-2009,105.26,106.82,99.83,101.49,56.6886,42691700,0.55
01-05-2009,99.61,106.05,99.25,104.61,58.1258,46394300,0
24-04-2009,100.29,103.86,98.2,100.08,55.6087,59469300,0
17-04-2009,100.28,102.04,96.44,101.27,56.2699,41711800,0
09-04-2009,100.9,102.45,98.52,101.7,56.5088,32887100,0
03-04-2009,92,102.66,91.8,102.22,56.7978,64912500,0
27-03-2009,93.7,99.86,92.75,94.15,52.3137,60950700,0
20-03-2009,91.34,95,89.41,92.51,51.4025,63330900,0
13-03-2009,84.7,90.65,83.02,90.36,50.2079,61831600,0
06-03-2009,91.17,91.9,83.81,85.81,47.6797,74483600,0
